id	gloss	domain	tier	pos_hint	is_root	derivation	source	notes
QTY-039	multiply	QTY	2	v	yes		IDS	5b batch1 (Indo-Aryan)
QTY-040	divide / split	QTY	2	v	yes		IDS	5b batch1 (Semitic)
QTY-041	pair / couple	QTY	2	n	yes		IDS	5b batch1 (Indo-Aryan)
QTY-042	dozen	QTY	3	n	yes		IDS	5b batch1 (Romance)
QTY-043	percent	QTY	2	n	yes		IDS	5b batch1 (Romance)
QTY-044	average / mean	QTY	3	n	yes		IDS	5b batch1 (Semitic)
QTY-045	degree / level	QTY	2	n	yes		IDS	5b batch1 (Semitic)
QTY-046	quarter / fourth	QTY	2	n	yes		IDS	5b batch1 (Indo-Aryan)
QTY-047	majority / most	QTY	2	n	yes		IDS	5b batch1 (Bantu)
QTY-048	limit / bound	QTY	2	n	yes		IDS	5b batch1 (Bantu)
QTY-049	total / sum	QTY	2	n	yes		IDS	5b batch1 (Semitic)
QTY-050	gram	QTY	3	n	yes		IDS	5b batch1 (Romance)
QTY-051	meter (unit)	QTY	3	n	yes		IDS	5b batch1 (Romance)
QTY-052	liter	QTY	3	n	yes		IDS	5b batch1 (Romance)
QTY-053	kilo / kilogram	QTY	3	n	yes		IDS	5b batch1 (Romance)
QTY-054	dose / portion	QTY	3	n	yes		IDS	5b batch1 (Semitic)
TIM-025	future	TIM	2	n	yes		IDS	5b batch1 (Indo-Aryan)
TIM-026	past / bygone	TIM	2	n	yes		IDS	5b batch1 (Indo-Aryan)
TIM-027	present / current	TIM	2	mod	yes		IDS	5b batch1 (Indo-Aryan)
TIM-028	moment / instant	TIM	2	n	yes		IDS	5b batch1 (Indo-Aryan)
TIM-029	period / phase	TIM	2	n	yes		IDS	5b batch1 (Bantu)
TIM-030	era / age	TIM	2	n	yes		IDS	5b batch1 (Indo-Aryan)
TIM-031	dawn / daybreak	TIM	2	n	yes		IDS	5b batch1 (Semitic)
TIM-032	dusk / twilight	TIM	2	n	yes		IDS	5b batch1 (Indo-Aryan)
TIM-033	schedule / timetable	TIM	2	n	yes		IDS	5b batch1 (Semitic)
TIM-034	delay / lateness	TIM	2	n	yes		IDS	5b batch1 (Bantu)
TIM-035	calendar	TIM	2	n	yes		IDS	5b batch1 (Romance)
TIM-036	century	TIM	3	n	yes		IDS	5b batch1 (Romance)
TIM-037	decade	TIM	3	n	yes		IDS	5b batch1 (Indo-Aryan)
TIM-038	duration / span	TIM	2	n	yes		IDS	5b batch1 (Indo-Aryan)
TIM-039	frequency / rate	TIM	3	n	yes		IDS	5b batch1 (Indo-Aryan)
TIM-040	midnight	TIM	2	n	yes		IDS	5b batch1 (Bantu)
TIM-041	midday / noon	TIM	2	n	yes		IDS	5b batch1 (Semitic)
TIM-042	stage / step	TIM	2	n	yes		IDS	5b batch1 (Indo-Aryan)
TIM-043	recently / lately	TIM	2	mod	yes		IDS	5b batch1 (Semitic)
TIM-044	constantly / ever	TIM	3	mod	yes		IDS	5b batch1 (Indo-Aryan)
SPA-016	between / among	SPA	2	n	yes		IDS	5b batch1 (Bantu)
SPA-017	around / about	SPA	2	n	yes		IDS	5b batch1 (Indo-Aryan)
SPA-018	through / via	SPA	2	n	yes		IDS	5b batch1 (Bantu)
SPA-019	across / opposite	SPA	2	n	yes		IDS	5b batch1 (Indo-Aryan)
SPA-020	beyond / past	SPA	2	n	yes		IDS	5b batch1 (Indo-Aryan)
SPA-021	against / facing	SPA	2	n	yes		IDS	5b batch1 (Indo-Aryan)
SPA-022	edge / rim	SPA	2	n	yes		IDS	5b batch1 (Bantu)
SPA-023	corner / angle	SPA	2	n	yes		IDS	5b batch1 (Bantu)
SPA-024	gap / space	SPA	2	n	yes		IDS	5b batch1 (Indo-Aryan)
SPA-025	direction	SPA	2	n	yes		IDS	5b batch1 (Indo-Aryan)
SPA-026	layer / level	SPA	2	n	yes		IDS	5b batch1 (Semitic)
SPA-027	border / boundary	SPA	2	n	yes		IDS	5b batch1 (Indo-Aryan)
SPA-028	distance	SPA	2	n	yes		IDS	5b batch1 (Indo-Aryan)
SPA-029	region / area	SPA	2	n	yes		IDS	5b batch1 (Indo-Aryan)
SPA-030	zone / belt	SPA	3	n	yes		IDS	5b batch1 (Bantu)
SPA-031	row / line	SPA	2	n	yes		IDS	5b batch1 (Bantu)
SPA-032	position / spot	SPA	2	n	yes		IDS	5b batch1 (Indo-Aryan)
SPA-033	slope / incline	SPA	3	n	yes		IDS	5b batch1 (Bantu)
SPA-034	top / summit	SPA	2	n	yes		IDS	5b batch1 (Bantu)
SPA-035	bottom / base	SPA	2	n	yes		IDS	5b batch1 (Indo-Aryan)
PHY-029	hill	PHY	2	n	yes		IDS	5b batch1 (Bantu)
PHY-030	valley	PHY	2	n	yes		IDS	5b batch1 (Romance)
PHY-031	island	PHY	2	n	yes		IDS	5b batch1 (Bantu)
PHY-032	coast / shore	PHY	2	n	yes		IDS	5b batch1 (Indo-Aryan)
PHY-033	desert	PHY	2	n	yes		IDS	5b batch1 (Semitic)
PHY-034	plain / grassland	PHY	3	n	yes		IDS	5b batch1 (Bantu)
PHY-035	cave	PHY	2	n	yes		IDS	5b batch1 (Bantu)
PHY-036	cliff	PHY	3	n	yes		IDS	5b batch1 (Bantu)
PHY-037	swamp / marsh	PHY	3	n	yes		IDS	5b batch1 (Indo-Aryan)
PHY-038	stream / brook	PHY	2	n	yes		IDS	5b batch1 (Bantu)
PHY-039	spring (water source)	PHY	3	n	yes		IDS	5b batch1 (Semitic)
PHY-040	well (water)	PHY	2	n	yes		IDS	5b batch1 (Semitic)
PHY-041	pond / pool	PHY	2	n	yes		IDS	5b batch1 (Indo-Aryan)
PHY-042	wave	PHY	2	n	yes		IDS	5b batch1 (Indo-Aryan)
PHY-043	mud	PHY	2	n	yes		IDS	5b batch1 (Bantu)
PHY-044	clay	PHY	2	n	yes		IDS	5b batch1 (Bantu)
PHY-045	gold	PHY	2	n	yes		IDS	5b batch1 (Indo-Aryan)
PHY-046	silver	PHY	2	n	yes		IDS	5b batch1 (Indo-Aryan)
PHY-047	iron	PHY	2	n	yes		IDS	5b batch1 (Indo-Aryan)
PHY-048	copper	PHY	3	n	yes		IDS	5b batch1 (Sinitic)
PHY-049	coal	PHY	2	n	yes		IDS	5b batch1 (Sinitic)
PHY-050	glass	PHY	2	n	yes		IDS	5b batch1 (Indo-Aryan)
PHY-051	jewel / gem	PHY	3	n	yes		IDS	5b batch1 (Indo-Aryan)
PHY-052	diamond	PHY	3	n	yes		IDS	5b batch1 (Indo-Aryan)
PHY-053	ocean / deep sea	PHY	2	n	yes		IDS	5b batch1 (Semitic)
PHY-054	earthquake	PHY	3	n	yes		IDS	5b batch1 (Indo-Aryan)
PHY-055	volcano	PHY	3	n	yes		IDS	5b batch1 (Romance)
PHY-056	weather / climate	PHY	2	n	yes		IDS	5b batch1 (Indo-Aryan)
PHY-057	storm	PHY	2	n	yes		IDS	5b batch1 (Semitic)
PHY-058	thunder	PHY	2	n	yes		IDS	5b batch1 (Indo-Aryan)
PHY-059	lightning	PHY	2	n	yes		IDS	5b batch1 (Indo-Aryan)
PHY-060	fog / mist	PHY	2	n	yes		IDS	5b batch1 (Indo-Aryan)
PHY-061	dew	PHY	3	n	yes		IDS	5b batch1 (Indo-Aryan)
PHY-062	flood	PHY	2	n	yes		IDS	5b batch1 (Semitic)
PHY-063	drought	PHY	3	n	yes		IDS	5b batch1 (Indo-Aryan)
PHY-064	rainbow	PHY	2	n	yes		IDS	5b batch1 (Indo-Aryan)
PHY-065	heat / warmth	PHY	2	n	yes		IDS	5b batch1 (Indo-Aryan)
PHY-066	planet	PHY	3	n	yes		IDS	5b batch1 (Indo-Aryan)
PHY-067	universe / cosmos	PHY	3	n	yes		IDS	5b batch1 (Indo-Aryan)
PHY-068	gas	PHY	3	n	yes		IDS	5b batch1 (Romance)
PHY-069	steam / vapour	PHY	3	n	yes		IDS	5b batch1 (Indo-Aryan)
PHY-070	flame	PHY	2	n	yes		IDS	5b batch1 (Indo-Aryan)
PHY-071	spark	PHY	3	n	yes		IDS	5b batch1 (Indo-Aryan)
PHY-072	leather / hide	PHY	2	n	yes		IDS	5b batch1 (Indo-Aryan)
PHY-073	rubber	PHY	3	n	yes		IDS	5b batch1 (Romance)
PHY-074	plastic	PHY	3	n	yes		IDS	5b batch1 (Romance)
PHY-075	powder	PHY	3	n	yes		IDS	5b batch1 (Sinitic)
PHY-076	north	PHY	2	n	yes		IDS	5b batch1 (Austronesian)
PHY-077	south	PHY	2	n	yes		IDS	5b batch1 (Indo-Aryan)
PHY-078	east	PHY	2	n	yes		IDS	5b batch1 (Semitic)
PHY-079	west	PHY	2	n	yes		IDS	5b batch1 (Semitic)
PHY-080	hole / pit	PHY	2	n	yes		IDS	5b batch1 (Indo-Aryan)
PHY-081	horizon	PHY	3	n	yes		IDS	5b batch1 (Bantu)
PHY-082	peak / summit	PHY	2	n	yes		IDS	5b batch1 (Indo-Aryan)
PHY-083	slope / hillside	PHY	3	n	yes		IDS	5b batch1 (Indo-Aryan)
PHY-084	current / flow	PHY	3	n	yes		IDS	5b batch1 (Indo-Aryan)
PHY-085	tide	PHY	3	n	yes		IDS	5b batch1 (Bantu)
PHY-086	crystal	PHY	3	n	yes		IDS	5b batch1 (Indo-Aryan)
PHY-087	marble / stone-slab	PHY	3	n	yes		IDS	5b batch1 (Indo-Aryan)
PHY-088	clayware / pottery	PHY	3	n	yes		IDS	5b batch1 (Indo-Aryan)
AGR-018	crop / produce	AGR	2	n	yes		IDS	5b batch1 (Semitic)
AGR-019	wheat	AGR	2	n	yes		IDS	5b batch1 (Indo-Aryan)
AGR-020	barley	AGR	3	n	yes		IDS	5b batch1 (Semitic)
AGR-021	millet	AGR	3	n	yes		IDS	5b batch1 (Indo-Aryan)
AGR-022	potato	AGR	2	n	yes		IDS	5b batch1 (Romance)
AGR-023	tomato	AGR	2	n	yes		IDS	5b batch1 (Romance)
AGR-024	onion	AGR	2	n	yes		IDS	5b batch1 (Indo-Aryan)
AGR-025	garlic	AGR	3	n	yes		IDS	5b batch1 (Bantu)
AGR-026	ginger	AGR	3	n	yes		IDS	5b batch1 (Indo-Aryan)
AGR-027	cabbage	AGR	3	n	yes		IDS	5b batch1 (Indo-Aryan)
AGR-028	carrot	AGR	3	n	yes		IDS	5b batch1 (Indo-Aryan)
AGR-029	cucumber	AGR	3	n	yes		IDS	5b batch1 (Austronesian)
AGR-030	pumpkin / gourd	AGR	3	n	yes		IDS	5b batch1 (Bantu)
AGR-031	banana	AGR	2	n	yes		IDS	5b batch1 (Indo-Aryan)
AGR-032	mango	AGR	2	n	yes		IDS	5b batch1 (Indo-Aryan)
AGR-033	coconut	AGR	2	n	yes		IDS	5b batch1 (Indo-Aryan)
AGR-034	orange (fruit)	AGR	2	n	yes		IDS	5b batch1 (Indo-Aryan)
AGR-035	lemon	AGR	3	n	yes		IDS	5b batch1 (Indo-Aryan)
AGR-036	apple	AGR	2	n	yes		IDS	5b batch1 (Indo-Aryan)
AGR-037	grape	AGR	3	n	yes		IDS	5b batch1 (Indo-Aryan)
AGR-038	melon	AGR	3	n	yes		IDS	5b batch1 (Bantu)
AGR-039	pineapple	AGR	3	n	yes		IDS	5b batch1 (Austronesian)
AGR-040	date (fruit)	AGR	3	n	yes		IDS	5b batch1 (Semitic)
AGR-041	olive	AGR	3	n	yes		IDS	5b batch1 (Semitic)
AGR-042	sugarcane	AGR	2	n	yes		IDS	5b batch1 (Indo-Aryan)
AGR-043	cotton	AGR	2	n	yes		IDS	5b batch1 (Bantu)
AGR-044	bamboo	AGR	3	n	yes		IDS	5b batch1 (Indo-Aryan)
AGR-045	bark (of tree)	AGR	2	n	yes		IDS	5b batch1 (Indo-Aryan)
AGR-046	stem / stalk	AGR	2	n	yes		IDS	5b batch1 (Indo-Aryan)
AGR-047	thorn	AGR	3	n	yes		IDS	5b batch1 (Indo-Aryan)
AGR-048	vine / creeper	AGR	3	n	yes		IDS	5b batch1 (Indo-Aryan)
AGR-049	weed	AGR	3	n	yes		IDS	5b batch1 (Indo-Aryan)
AGR-050	field / cropland	AGR	2	n	yes		IDS	5b batch1 (Indo-Aryan)
AGR-051	plough (v)	AGR	2	v	yes		IDS	5b batch1 (Indo-Aryan)
AGR-052	fertilizer / manure	AGR	3	n	yes		IDS	5b batch1 (Bantu)
AGR-053	crop-harvest (n)	AGR	3	n	yes		IDS	5b batch1 (Indo-Aryan)
ANI-021	tiger	ANI	2	n	yes		IDS	5b batch1 (Austronesian)
ANI-022	leopard	ANI	3	n	yes		IDS	5b batch1 (Bantu)
ANI-023	bear	ANI	2	n	yes		IDS	5b batch1 (Sinitic)
ANI-024	wolf	ANI	2	n	yes		IDS	5b batch1 (Indo-Aryan)
ANI-025	fox	ANI	3	n	yes		IDS	5b batch1 (Austronesian)
ANI-026	deer	ANI	2	n	yes		IDS	5b batch1 (Bantu)
ANI-027	rabbit / hare	ANI	2	n	yes		IDS	5b batch1 (Indo-Aryan)
ANI-028	mouse / rat	ANI	2	n	yes		IDS	5b batch1 (Indo-Aryan)
ANI-029	sheep	ANI	2	n	yes		IDS	5b batch1 (Indo-Aryan)
ANI-030	donkey	ANI	2	n	yes		IDS	5b batch1 (Indo-Aryan)
ANI-031	camel	ANI	2	n	yes		IDS	5b batch1 (Indo-Aryan)
ANI-032	buffalo	ANI	3	n	yes		IDS	5b batch1 (Indo-Aryan)
ANI-033	giraffe	ANI	3	n	yes		IDS	5b batch1 (Bantu)
ANI-034	crocodile	ANI	3	n	yes		IDS	5b batch1 (Indo-Aryan)
ANI-035	lizard	ANI	2	n	yes		IDS	5b batch1 (Indo-Aryan)
ANI-036	frog / toad	ANI	2	n	yes		IDS	5b batch1 (Indo-Aryan)
ANI-037	turtle / tortoise	ANI	3	n	yes		IDS	5b batch1 (Bantu)
ANI-038	whale	ANI	3	n	yes		IDS	5b batch1 (Bantu)
ANI-039	shark	ANI	3	n	yes		IDS	5b batch1 (Bantu)
ANI-040	crab	ANI	3	n	yes		IDS	5b batch1 (Indo-Aryan)
ANI-041	duck	ANI	2	n	yes		IDS	5b batch1 (Indo-Aryan)
ANI-042	eagle / hawk	ANI	2	n	yes		IDS	5b batch1 (Semitic)
ANI-043	owl	ANI	3	n	yes		IDS	5b batch1 (Bantu)
ANI-044	crow / raven	ANI	3	n	yes		IDS	5b batch1 (Sinitic)
ANI-045	pigeon / dove	ANI	2	n	yes		IDS	5b batch1 (Indo-Aryan)
ANI-046	parrot	ANI	3	n	yes		IDS	5b batch1 (Bantu)
ANI-047	peacock	ANI	3	n	yes		IDS	5b batch1 (Indo-Aryan)
ANI-048	bee	ANI	2	n	yes		IDS	5b batch1 (Bantu)
ANI-049	ant	ANI	2	n	yes		IDS	5b batch1 (Indo-Aryan)
ANI-050	fly (insect)	ANI	2	n	yes		IDS	5b batch1 (Indo-Aryan)
ANI-051	mosquito	ANI	2	n	yes		IDS	5b batch1 (Indo-Aryan)
ANI-052	butterfly	ANI	2	n	yes		IDS	5b batch1 (Indo-Aryan)
ANI-053	spider	ANI	2	n	yes		IDS	5b batch1 (Bantu)
ANI-054	worm	ANI	2	n	yes		IDS	5b batch1 (Indo-Aryan)
ANI-055	claw / talon	ANI	3	n	yes		IDS	5b batch1 (Indo-Aryan)
ANI-056	fur / pelt	ANI	2	n	yes		IDS	5b batch1 (Bantu)
ANI-057	nest	ANI	2	n	yes		IDS	5b batch1 (Bantu)
ANI-058	herd / flock	ANI	3	n	yes		IDS	5b batch1 (Indo-Aryan)
ANI-059	cattle / livestock	ANI	2	n	yes		IDS	5b batch1 (Indo-Aryan)
ANI-060	beast / wild animal	ANI	2	n	yes		IDS	5b batch1 (Indo-Aryan)
ACT-043	close / shut	ACT	2	v	yes		IDS	5b batch1 (Bantu)
ACT-044	cover	ACT	2	v	yes		IDS	5b batch1 (Indo-Aryan)
ACT-045	fill	ACT	2	v	yes		IDS	5b batch1 (Indo-Aryan)
ACT-046	empty / pour out	ACT	2	v	yes		IDS	5b batch1 (Indo-Aryan)
ACT-047	pour	ACT	2	v	yes		IDS	5b batch1 (Bantu)
ACT-048	mix / blend	ACT	2	v	yes		IDS	5b batch1 (Indo-Aryan)
ACT-049	stir	ACT	3	v	yes		IDS	5b batch1 (Bantu)
ACT-050	squeeze / press	ACT	2	v	yes		IDS	5b batch1 (Indo-Aryan)
ACT-051	fold	ACT	3	v	yes		IDS	5b batch1 (Bantu)
ACT-052	bend	ACT	2	v	yes		IDS	5b batch1 (Indo-Aryan)
ACT-053	stretch	ACT	3	v	yes		IDS	5b batch1 (Indo-Aryan)
ACT-054	twist	ACT	3	v	yes		IDS	5b batch1 (Indo-Aryan)
ACT-055	shake (object)	ACT	3	v	yes		IDS	5b batch1 (Indo-Aryan)
ACT-056	drop / let fall	ACT	2	v	yes		IDS	5b batch1 (Indo-Aryan)
ACT-057	lift / raise	ACT	2	v	yes		IDS	5b batch1 (Indo-Aryan)
ACT-058	drag-pull (heavy)	ACT	3	v	yes		IDS	5b batch1 (Indo-Aryan)
ACT-059	catch / seize	ACT	2	v	yes		IDS	5b batch1 (Indo-Aryan)
ACT-060	release / let go	ACT	2	v	yes		IDS	5b batch1 (Indo-Aryan)
ACT-061	tear / rip	ACT	2	v	yes		IDS	5b batch1 (Indo-Aryan)
ACT-062	scratch	ACT	3	v	yes		IDS	5b batch1 (Indo-Aryan)
ACT-063	stab / pierce	ACT	3	v	yes		IDS	5b batch1 (Indo-Aryan)
ACT-064	bite	ACT	2	v	yes		IDS	5b batch1 (Bantu)
ACT-065	lick	ACT	3	v	yes		IDS	5b batch1 (Indo-Aryan)
ACT-066	blow	ACT	2	v	yes		IDS	5b batch1 (Bantu)
ACT-067	suck	ACT	3	v	yes		IDS	5b batch1 (Indo-Aryan)
ACT-068	kick	ACT	2	v	yes		IDS	5b batch1 (Bantu)
ACT-069	sweep	ACT	3	v	yes		IDS	5b batch1 (Bantu)
ACT-070	wipe / clean off	ACT	3	v	yes		IDS	5b batch1 (Indo-Aryan)
ACT-071	build / construct	ACT	2	v	yes		IDS	5b batch1 (Bantu)
ACT-072	destroy / wreck	ACT	2	v	yes		IDS	5b batch1 (Indo-Aryan)
ACT-073	repair / mend	ACT	2	v	yes		IDS	5b batch1 (Indo-Aryan)
ACT-074	measure-out / weigh	ACT	3	v	yes		IDS	5b batch1 (Indo-Aryan)
ACT-075	count-out / tally	ACT	3	v	yes		IDS	5b batch1 (Indo-Aryan)
ACT-076	hide / conceal	ACT	2	v	yes		IDS	5b batch1 (Indo-Aryan)
ACT-077	search / seek	ACT	2	v	yes		IDS	5b batch1 (Bantu)
ACT-078	find / discover	ACT	2	v	yes		IDS	5b batch1 (Bantu)
ACT-079	choose-pick	ACT	2	v	yes		IDS	5b batch1 (Bantu)
ACT-080	collect / gather up	ACT	2	v	yes		IDS	5b batch1 (Bantu)
ACT-081	share / distribute	ACT	2	v	yes		IDS	5b batch1 (Indo-Aryan)
ACT-082	prepare / get ready	ACT	2	v	yes		IDS	5b batch1 (Bantu)
ACT-083	arrange / order	ACT	3	v	yes		IDS	5b batch1 (Bantu)
ACT-084	change / alter	ACT	2	v	yes		IDS	5b batch1 (Bantu)
ACT-085	add-to / increase	ACT	2	v	yes		IDS	5b batch1 (Bantu)
ACT-086	reduce / lessen	ACT	2	v	yes		IDS	5b batch1 (Bantu)
ACT-087	continue / keep on	ACT	2	v	yes		IDS	5b batch1 (Bantu)
ACT-088	repeat / do again	ACT	2	v	yes		IDS	5b batch1 (Bantu)
ACT-089	wait	ACT	2	v	yes		IDS	5b batch1 (Bantu)
ACT-090	rest	ACT	2	v	yes		IDS	5b batch1 (Bantu)
SOC-029	work-job / occupation	SOC	2	n	yes		IDS	5b batch1 (Bantu)
SOC-030	worker / labourer	SOC	2	n	yes		IDS	5b batch1 (Bantu)
SOC-031	master / boss	SOC	2	n	yes		IDS	5b batch1 (Bantu)
SOC-032	servant	SOC	3	n	yes		IDS	5b batch1 (Indo-Aryan)
SOC-033	slave	SOC	3	n	yes		IDS	5b batch1 (Semitic)
SOC-034	wealth / riches	SOC	2	n	yes		IDS	5b batch1 (Semitic)
SOC-035	poverty	SOC	2	n	yes		IDS	5b batch1 (Bantu)
SOC-036	rich / wealthy	SOC	2	mod	yes		IDS	5b batch1 (Semitic)
SOC-037	poor / needy	SOC	2	mod	yes		IDS	5b batch1 (Semitic)
SOC-038	market / bazaar	SOC	2	n	yes		IDS	5b batch1 (Bantu)
SOC-039	goods / wares	SOC	3	n	yes		IDS	5b batch1 (Bantu)
SOC-040	custom / tradition	SOC	2	n	yes		IDS	5b batch1 (Bantu)
SOC-041	festival / holiday	SOC	2	n	yes		IDS	5b batch1 (Indo-Aryan)
SOC-042	meeting / assembly	SOC	2	n	yes		IDS	5b batch1 (Bantu)
SOC-043	council / committee	SOC	3	n	yes		IDS	5b batch1 (Bantu)
SOC-044	nation / people	SOC	2	n	yes		IDS	5b batch1 (Semitic)
SOC-045	citizen-subject	SOC	3	n	yes		IDS	5b batch1 (Semitic)
SOC-046	border-of-state	SOC	3	n	yes		IDS	5b batch1 (Bantu)
SOC-047	king-rule / kingdom	SOC	3	n	yes		IDS	5b batch1 (Bantu)
SOC-048	chief / headman	SOC	2	n	yes		IDS	5b batch1 (Bantu)
SOC-049	judge (person)	SOC	2	n	yes		IDS	5b batch1 (Semitic)
SOC-050	court (law)	SOC	3	n	yes		IDS	5b batch1 (Semitic)
SOC-051	punishment / penalty	SOC	2	n	yes		IDS	5b batch1 (Semitic)
SOC-052	prison / jail	SOC	2	n	yes		IDS	5b batch1 (Bantu)
SOC-053	duty / obligation	SOC	2	n	yes		IDS	5b batch1 (Semitic)
SOC-054	help-aid / service	SOC	3	n	yes		IDS	5b batch1 (Bantu)
SOC-055	gift / present	SOC	2	n	yes		IDS	5b batch1 (Bantu)
SOC-056	message / news-item	SOC	2	n	yes		IDS	5b batch1 (Bantu)
SOC-057	secret-society / faith group	SOC	3	n	yes		IDS	5b batch1 (Bantu)
SOC-058	class / rank	SOC	3	n	yes		IDS	5b batch1 (Semitic)
DWE-028	kitchen	DWE	2	n	yes		IDS	5b batch1 (Bantu)
DWE-029	toilet / bathroom	DWE	2	n	yes		IDS	5b batch1 (Bantu)
DWE-030	ceiling	DWE	3	n	yes		IDS	5b batch1 (Indo-Aryan)
DWE-031	fence / hedge	DWE	3	n	yes		IDS	5b batch1 (Bantu)
DWE-032	gate	DWE	2	n	yes		IDS	5b batch1 (Bantu)
DWE-033	shelf	DWE	3	n	yes		IDS	5b batch1 (Bantu)
DWE-034	drawer	DWE	3	n	yes		IDS	5b batch1 (Bantu)
DWE-035	cupboard / cabinet	DWE	3	n	yes		IDS	5b batch1 (Bantu)
DWE-036	bucket	DWE	2	n	yes		IDS	5b batch1 (Indo-Aryan)
DWE-037	broom	DWE	3	n	yes		IDS	5b batch1 (Bantu)
DWE-038	blanket	DWE	2	n	yes		IDS	5b batch1 (Romance)
DWE-039	towel	DWE	3	n	yes		IDS	5b batch1 (Romance)
DWE-040	fork (utensil)	DWE	2	n	yes		IDS	5b batch1 (Bantu)
DWE-041	pot / pan	DWE	2	n	yes		IDS	5b batch1 (Bantu)
DWE-042	kettle	DWE	3	n	yes		IDS	5b batch1 (Bantu)
DWE-043	jar / pot	DWE	3	n	yes		IDS	5b batch1 (Indo-Aryan)
DWE-044	nail (metal)	DWE	3	n	yes		IDS	5b batch1 (Bantu)
DWE-045	hammer	DWE	3	n	yes		IDS	5b batch1 (Bantu)
DWE-046	saw (tool)	DWE	3	n	yes		IDS	5b batch1 (Bantu)
DWE-047	needle-tool / pin	DWE	3	n	yes		IDS	5b batch1 (Romance)
FOO-030	meat-dish / curry	FOO	3	n	yes		IDS	5b batch1 (Bantu)
FOO-031	porridge / gruel	FOO	3	n	yes		IDS	5b batch1 (Bantu)
FOO-032	flour-dough	FOO	3	n	yes		IDS	5b batch1 (Bantu)
FOO-033	fruit-juice / drink	FOO	2	n	yes		IDS	5b batch1 (Romance)
FOO-034	spice / seasoning	FOO	2	n	yes		IDS	5b batch1 (Indo-Aryan)
FOO-035	vinegar	FOO	3	n	yes		IDS	5b batch1 (Indo-Aryan)
FOO-036	butter	FOO	3	n	yes		IDS	5b batch1 (Indo-Aryan)
FOO-037	egg-dish / omelette	FOO	3	n	yes		IDS	5b batch1 (Bantu)
FOO-038	feast / banquet	FOO	3	n	yes		IDS	5b batch1 (Bantu)
FOO-039	hunger / famine	FOO	2	n	yes		IDS	5b batch1 (Bantu)
CLO-016	dress / gown	CLO	2	n	yes		IDS	5b batch1 (Romance)
CLO-017	skirt	CLO	3	n	yes		IDS	5b batch1 (Romance)
CLO-018	belt	CLO	3	n	yes		IDS	5b batch1 (Bantu)
CLO-019	glove	CLO	3	n	yes		IDS	5b batch1 (Romance)
CLO-020	sock / stocking	CLO	3	n	yes		IDS	5b batch1 (Romance)
CLO-021	scarf / veil	CLO	3	n	yes		IDS	5b batch1 (Bantu)
CLO-022	collar	CLO	3	n	yes		IDS	5b batch1 (Bantu)
CLO-023	sleeve	CLO	3	n	yes		IDS	5b batch1 (Bantu)
CLO-024	cloth-wrap / robe	CLO	2	n	yes		IDS	5b batch1 (Bantu)
CLO-025	jewellery / ornament	CLO	3	n	yes		IDS	5b batch1 (Indo-Aryan)
EMO-024	grief / sorrow	EMO	2	n	yes		IDS	5b batch1 (Romance)
EMO-025	pity / compassion	EMO	2	n	yes		IDS	5b batch1 (Romance)
EMO-026	relief	EMO	2	n	yes		IDS	5b batch1 (Romance)
EMO-027	disgust	EMO	2	n	yes		IDS	5b batch1 (Japonic)
EMO-028	trust	EMO	2	n	yes		IDS	5b batch1 (Semitic)
EMO-029	comfort / solace	EMO	2	n	yes		IDS	5b batch1 (Romance)
EMO-030	longing / yearning	EMO	2	n	yes		IDS	5b batch1 (Romance)
EMO-031	gratitude	EMO	2	n	yes		IDS	5b batch1 (Romance)
EMO-032	regret / remorse	EMO	2	n	yes		IDS	5b batch1 (Semitic)
EMO-033	courage	EMO	2	n	yes		IDS	5b batch1 (Semitic)
EMO-034	despair	EMO	2	n	yes		IDS	5b batch1 (Semitic)
EMO-035	joy / delight	EMO	2	n	yes		IDS	5b batch1 (Romance)
EMO-036	anger / wrath	EMO	2	n	yes		IDS	5b batch1 (Semitic)
EMO-037	calmness / serenity	EMO	2	n	yes		IDS	5b batch1 (Semitic)
EMO-038	loneliness	EMO	3	n	yes		IDS	5b batch1 (Romance)
EMO-039	boredom	EMO	3	n	yes		IDS	5b batch1 (Romance)
EMO-040	excitement	EMO	2	n	yes		IDS	5b batch1 (Romance)
EMO-041	contentment	EMO	2	n	yes		IDS	5b batch1 (Japonic)
EMO-042	affection / fondness	EMO	2	n	yes		IDS	5b batch1 (Japonic)
EMO-043	desire / craving	EMO	2	n	yes		IDS	5b batch1 (Romance)
EMO-044	disappointment	EMO	3	n	yes		IDS	5b batch1 (Romance)
EMO-045	frustration	EMO	3	n	yes		IDS	5b batch1 (Semitic)
EMO-046	sympathy	EMO	2	n	yes		IDS	5b batch1 (Japonic)
EMO-047	amazement / awe	EMO	3	n	yes		IDS	5b batch1 (Semitic)
EMO-048	confidence / self-assurance	EMO	2	n	yes		IDS	5b batch1 (Romance)
EMO-049	resentment / grudge	EMO	3	n	yes		IDS	5b batch1 (Japonic)
EMO-050	tenderness	EMO	3	n	yes		IDS	5b batch1 (Romance)
EMO-051	enthusiasm / zeal	EMO	3	n	yes		IDS	5b batch1 (Semitic)
EMO-052	comfort / console	EMO	2	v	yes		IDS	5b batch1 (Romance)
EMO-053	enjoy	EMO	2	v	yes		IDS	5b batch1 (Romance)
EMO-054	suffer	EMO	2	v	yes		IDS	5b batch1 (Romance)
EMO-055	cheerful	EMO	2	mod	yes		IDS	5b batch1 (Romance)
